current,voltage
0.14400000000000002,0.0017719386027206887
0.14550000000000002,0.0018126586322252192
0.14700000000000002,0.001837462278699596
0.14850000000000002,0.001894121794686636
0.15,0.001895115639158672
0.1515,0.0019221680746427728
0.153,0.0019934452170905243
0.1545,0.0020808550700049237
0.156,0.0031781122883596646
0.1575,2.5271168338646963
0.159,3.1830209387880997
0.1605,3.2405921708388337
0.162,3.298129193474977
0.1635,3.35560209987866
0.165,3.4143786170186097
0.1665,3.4761853319971356
0.168,3.5719983023285278
0.1695,3.7444203603568953
0.171,3.8806535250094547
0.17250000000000001,4.019093831768197
0.17400000000000002,4.020365349010093
0.1755,4.079057007226899
0.177,4.090032334218432
0.1785,4.022069792426458
0.18,4.025667510238205
0.1815,4.046444283757517
0.183,4.053179625638539
0.1845,4.167330078215224
0.186,4.2408299385309345
0.1875,4.38174706373796
0.189,4.498436731265633
0.1905,4.498305433813984
0.192,4.4722668558566285
0.1935,4.5425914745093525
0.195,4.573571170356479
0.1965,4.682433214781922
0.198,4.674505306457437
0.1995,4.7758758126182554
0.201,4.872191102233843
0.2025,4.955210877075637
0.20400000000000001,4.970202760282138
0.20550000000000002,5.044373412209483
0.207,5.040186836820148
0.2085,5.042541663647975
0.21,5.1528353425734466
